"Plot Title: Common_Garden_Hobo_21419292"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21419292, SEN S/N: 21274749, LBL: Soil 10cm)","Water Content, m³/m³ (LGR S/N: 21419292, SEN S/N: 21404539, LBL: Soil moisture)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414490, LBL: Soil 2cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414494, LBL: Air 1m)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)","RH, % (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)"
1013,08/01/23 09:00:02 PM,19.579,0.3822,-26.789,16.796,-888.880,-888.880
1014,08/01/23 09:30:02 PM,19.413,0.3822,-26.849,16.177,-888.880,-888.880
1015,08/01/23 10:00:02 PM,19.175,0.3816,-28.340,15.247,-888.880,-888.880
1016,08/01/23 10:30:02 PM,18.961,0.3822,-28.276,15.390,-888.880,-888.880
1017,08/01/23 11:00:02 PM,18.771,0.3822,-28.404,14.960,-888.880,-888.880
1018,08/01/23 11:30:02 PM,18.580,0.3822,-28.149,14.768,-888.880,-888.880
1019,08/02/23 12:00:02 AM,18.390,0.3822,-27.092,13.570,-888.880,-888.880
1020,08/02/23 12:30:02 AM,18.200,0.3822,-25.556,14.242,-888.880,-888.880
1021,08/02/23 01:00:02 AM,18.033,0.3822,-25.902,14.242,-888.880,-888.880
1022,08/02/23 01:30:02 AM,17.843,0.3822,-24.988,13.425,-888.880,-888.880
1023,08/02/23 02:00:02 AM,17.653,0.3822,-25.214,11.880,-888.880,-888.880
1024,08/02/23 02:30:02 AM,17.463,0.3822,-25.786,10.956,-888.880,-888.880
1025,08/02/23 03:00:02 AM,17.272,0.3822,-25.844,9.534,-888.880,-888.880
1026,08/02/23 03:30:02 AM,17.082,0.3816,-26.669,9.361,-888.880,-888.880
1027,08/02/23 04:00:02 AM,16.868,0.3822,-28.792,9.040,-888.880,-888.880
1028,08/02/23 04:30:02 AM,16.677,0.3822,-29.453,8.170,-888.880,-888.880
1029,08/02/23 05:00:02 AM,16.487,0.3822,-28.276,8.668,-888.880,-888.880
1030,08/02/23 05:30:02 AM,16.320,0.3822,-28.858,8.469,-888.880,-888.880
1031,08/02/23 06:00:02 AM,16.129,0.3822,-28.923,8.965,-888.880,-888.880
1032,08/02/23 06:30:02 AM,15.963,0.3834,-29.995,9.534,-888.880,-888.880
1033,08/02/23 07:00:02 AM,15.819,0.3829,-29.187,10.075,-888.880,-888.880
1034,08/02/23 07:30:02 AM,15.676,0.3829,-29.587,10.663,-888.880,-888.880
1035,08/02/23 08:00:02 AM,15.581,0.3834,-29.055,11.443,-888.880,-888.880
1036,08/02/23 08:30:02 AM,15.485,0.3840,-29.453,12.461,-888.880,-888.880
1037,08/02/23 09:00:02 AM,15.414,0.3847,-28.276,13.522,-888.880,-888.880
1038,08/02/23 09:30:02 AM,15.366,0.3840,-28.858,14.002,-888.880,-888.880
1039,08/02/23 10:00:02 AM,15.366,0.3847,-28.276,15.461,-888.880,-888.880
1040,08/02/23 10:30:02 AM,15.366,0.3854,-28.533,16.677,-888.880,-888.880
1041,08/02/23 11:00:02 AM,15.414,0.3847,-29.386,15.700,-888.880,-888.880
1042,08/02/23 11:30:02 AM,15.461,0.3840,-28.923,14.673,-888.880,-888.880
1043,08/02/23 12:00:02 PM,15.509,0.3847,-29.722,14.050,-888.880,-888.880
1044,08/02/23 12:30:02 PM,15.533,0.3872,-30.409,12.944,-888.880,-888.880
1045,08/02/23 01:00:02 PM,15.533,0.3890,-29.655,13.329,-888.880,-888.880
1046,08/02/23 01:30:02 PM,15.509,0.3872,-29.520,14.385,-888.880,-888.880
1047,08/02/23 02:00:02 PM,15.509,0.3865,-29.927,15.127,-888.880,-888.880
1048,08/02/23 02:30:02 PM,15.557,0.3865,-31.045,15.581,-888.880,-888.880
1049,08/02/23 03:00:02 PM,15.629,0.3859,-31.624,18.152,-888.880,-888.880
1050,08/02/23 03:30:02 PM,15.772,0.3859,-37.155,20.007,-888.880,-888.880
1051,08/02/23 04:00:02 PM,16.058,0.3859,-36.418,20.555,-888.880,-888.880
1052,08/02/23 04:30:02 PM,16.415,0.3854,-34.427,20.507,-888.880,-888.880
1053,08/02/23 05:00:02 PM,16.796,0.3854,-31.261,21.819,-888.880,-888.880
1054,08/02/23 05:30:02 PM,17.130,0.3847,-35.705,20.079,-888.880,-888.880
1055,08/02/23 06:00:02 PM,17.463,0.3854,-37.724,20.579,-888.880,-888.880
1056,08/02/23 06:30:02 PM,17.748,0.3847,-37.155,20.555,-888.880,-888.880
1057,08/02/23 07:00:02 PM,17.962,0.3847,-36.876,20.507,-888.880,-888.880
1058,08/02/23 07:30:02 PM,18.152,0.3840,-36.059,20.913,-888.880,-888.880
1059,08/02/23 08:00:02 PM,18.271,0.3840,-33.936,19.770,-888.880,-888.880
1060,08/02/23 08:30:02 PM,18.319,0.3840,-32.143,22.585,-888.880,-888.880
1061,08/02/23 09:00:02 PM,18.319,0.3834,-30.340,20.150,-888.880,-888.880
1062,08/02/23 09:30:02 PM,18.271,0.3834,-29.995,18.699,-888.880,-888.880
1063,08/02/23 10:00:02 PM,18.176,0.3834,-30.132,15.819,-888.880,-888.880
1064,08/02/23 10:30:02 PM,18.057,0.3829,-29.320,13.281,-888.880,-888.880
1065,08/02/23 11:00:02 PM,17.915,0.3829,-29.995,11.589,-888.880,-888.880
1066,08/02/23 11:30:02 PM,17.724,0.3822,-31.117,10.565,-888.880,-888.880
1067,08/03/23 12:00:02 AM,17.510,0.3829,-31.405,10.149,-888.880,-888.880
1068,08/03/23 12:30:02 AM,17.296,0.3829,-31.188,9.485,-888.880,-888.880
1069,08/03/23 01:00:02 AM,17.058,0.3822,-31.551,8.717,-888.880,-888.880
1070,08/03/23 01:30:02 AM,16.820,0.3822,-30.760,8.295,-888.880,-888.880
1071,08/03/23 02:00:02 AM,16.606,0.3829,-31.845,8.095,-888.880,-888.880
1072,08/03/23 02:30:02 AM,16.368,0.3829,-32.069,7.494,-888.880,-888.880
1073,08/03/23 03:00:02 AM,16.153,0.3829,-31.994,7.268,-888.880,-888.880
1074,08/03/23 03:30:02 AM,15.939,0.3829,-33.218,7.343,-888.880,-888.880
1075,08/03/23 04:00:02 AM,15.724,0.3829,-32.751,7.192,-888.880,-888.880
1076,08/03/23 04:30:02 AM,15.533,0.3834,-31.994,7.041,-888.880,-888.880
1077,08/03/23 05:00:02 AM,15.318,0.3834,-32.674,6.306,-888.880,-888.880
1078,08/03/23 05:30:02 AM,15.151,0.3834,-32.219,6.281,-888.880,-888.880
1079,08/03/23 06:00:02 AM,14.936,0.3834,-33.855,6.000,-888.880,-888.880
1080,08/03/23 06:30:02 AM,14.768,0.3847,-32.674,6.102,-888.880,-888.880
1081,08/03/23 07:00:02 AM,14.577,0.3840,-32.906,6.636,-888.880,-888.880
1082,08/03/23 07:30:02 AM,14.409,0.3847,-33.375,8.095,-888.880,-888.880
1083,08/03/23 08:00:02 AM,14.266,0.3847,-33.534,9.706,-888.880,-888.880
1084,08/03/23 08:30:02 AM,14.146,0.3854,-33.139,11.394,-888.880,-888.880
1085,08/03/23 09:00:02 AM,14.050,0.3859,-32.828,13.714,-888.880,-888.880
1086,08/03/23 09:30:02 AM,14.002,0.3859,-32.143,15.986,-888.880,-888.880
1087,08/03/23 10:00:02 AM,14.002,0.3859,-32.294,17.011,-888.880,-888.880
1088,08/03/23 10:30:02 AM,14.050,0.3865,-33.454,17.391,-888.880,-888.880
1089,08/03/23 11:00:02 AM,14.170,0.3859,-33.454,18.152,-888.880,-888.880
1090,08/03/23 11:30:02 AM,14.337,0.3859,-34.510,18.295,-888.880,-888.880
1091,08/03/23 12:00:02 PM,14.553,0.3859,-34.593,19.651,-888.880,-888.880
1092,08/03/23 12:30:02 PM,14.840,0.3854,-34.930,20.627,-888.880,-888.880
1093,08/03/23 01:00:02 PM,15.151,0.3847,-34.761,21.270,-888.880,-888.880
1094,08/03/23 01:30:02 PM,15.485,0.3847,-34.761,22.178,-888.880,-888.880
1095,08/03/23 02:00:02 PM,15.867,0.3847,-38.112,22.441,-888.880,-888.880
1096,08/03/23 02:30:02 PM,16.249,0.3840,-37.917,22.705,-888.880,-888.880
1097,08/03/23 03:00:02 PM,16.654,0.3834,-37.917,23.448,-888.880,-888.880
1098,08/03/23 03:30:02 PM,17.082,0.3834,-38.408,24.484,-888.880,-888.880
1099,08/03/23 04:00:02 PM,17.486,0.3840,-36.783,25.768,-888.880,-888.880
1100,08/03/23 04:30:02 PM,17.891,0.3834,-35.015,26.304,-888.880,-888.880
1101,08/03/23 05:00:02 PM,18.271,0.3840,-34.017,25.987,-888.880,-888.880
1102,08/03/23 05:30:02 PM,18.604,0.3829,-33.694,25.647,-888.880,-888.880
1103,08/03/23 06:00:02 PM,18.889,0.3834,-34.510,26.036,-888.880,-888.880
1104,08/03/23 06:30:02 PM,19.103,0.3834,-32.143,25.162,-888.880,-888.880
1105,08/03/23 07:00:02 PM,19.270,0.3829,-32.751,24.098,-888.880,-888.880
1106,08/03/23 07:30:02 PM,19.389,0.3829,-32.521,23.304,-888.880,-888.880
1107,08/03/23 08:00:02 PM,19.460,0.3834,-31.045,19.936,-888.880,-888.880
1108,08/03/23 08:30:02 PM,19.436,0.3829,-30.690,19.508,-888.880,-888.880
1109,08/03/23 09:00:02 PM,19.341,0.3822,-28.469,18.652,-888.880,-888.880
1110,08/03/23 09:30:02 PM,19.199,0.3829,-27.771,18.604,-888.880,-888.880
1111,08/03/23 10:00:02 PM,19.032,0.3829,-27.708,16.534,-888.880,-888.880
1112,08/03/23 10:30:02 PM,18.842,0.3829,-27.896,16.511,-888.880,-888.880
1113,08/03/23 11:00:02 PM,18.628,0.3822,-29.055,15.986,-888.880,-888.880
1114,08/03/23 11:30:02 PM,18.390,0.3822,15.867,14.960,-888.880,-888.880
1115,08/04/23 12:00:02 AM,18.129,0.3829,15.366,15.055,-888.880,-888.880
1116,08/04/23 12:30:02 AM,17.891,0.3822,14.912,14.433,-888.880,-888.880
1117,08/04/23 01:00:02 AM,17.653,0.3822,14.481,12.727,-888.880,-888.880
1118,08/04/23 01:30:02 AM,17.415,0.3822,14.266,12.799,-888.880,-888.880
1119,08/04/23 02:00:02 AM,17.177,0.3822,14.170,11.540,-888.880,-888.880
1120,08/04/23 02:30:02 AM,16.987,0.3822,13.930,11.102,-888.880,-888.880
1121,08/04/23 03:00:02 AM,16.796,0.3822,13.449,9.977,-888.880,-888.880
1122,08/04/23 03:30:02 AM,16.606,0.3822,13.064,9.015,-888.880,-888.880
1123,08/04/23 04:00:02 AM,16.392,0.3829,12.727,9.657,-888.880,-888.880
1124,08/04/23 04:30:02 AM,16.201,0.3829,12.413,8.891,-888.880,-888.880
1125,08/04/23 05:00:02 AM,16.010,0.3829,12.195,9.682,-888.880,-888.880
1126,08/04/23 05:30:02 AM,15.819,0.3829,12.340,9.903,-888.880,-888.880
1127,08/04/23 06:00:02 AM,15.652,0.3834,12.437,9.706,-888.880,-888.880
1128,08/04/23 06:30:02 AM,15.485,0.3834,12.437,10.124,-888.880,-888.880
1129,08/04/23 07:00:02 AM,15.366,0.3834,12.364,10.051,-888.880,-888.880
1130,08/04/23 07:30:02 AM,15.247,0.3840,12.268,10.345,-888.880,-888.880
1131,08/04/23 08:00:02 AM,15.151,0.3840,12.316,11.346,-888.880,-888.880
1132,08/04/23 08:30:02 AM,15.055,0.3840,12.534,12.413,-888.880,-888.880
1133,08/04/23 09:00:02 AM,14.960,0.3840,12.920,15.270,-888.880,-888.880
1134,08/04/23 09:30:02 AM,14.888,0.3847,13.762,16.677,-888.880,-888.880
1135,08/04/23 10:00:02 AM,14.864,0.3854,14.361,18.152,-888.880,-888.880
1136,08/04/23 10:30:02 AM,14.888,0.3847,15.175,18.461,-888.880,-888.880
1137,08/04/23 11:00:02 AM,14.960,0.3854,16.320,18.794,-888.880,-888.880
1138,08/04/23 11:30:02 AM,15.103,0.3847,17.177,19.175,-888.880,-888.880
1139,08/04/23 12:00:02 PM,15.270,0.3847,17.962,20.341,-888.880,-888.880
1140,08/04/23 12:30:02 PM,15.509,0.3847,18.961,20.746,-888.880,-888.880
1141,08/04/23 01:00:02 PM,15.748,0.3834,19.865,21.819,-888.880,-888.880
1142,08/04/23 01:30:02 PM,16.034,0.3834,20.698,23.112,-888.880,-888.880
1143,08/04/23 02:00:02 PM,16.368,0.3834,21.557,23.040,-888.880,-888.880
1144,08/04/23 02:30:02 PM,16.725,0.3829,22.178,24.363,-888.880,-888.880
1145,08/04/23 03:00:02 PM,17.082,0.3834,22.848,23.954,-888.880,-888.880
1146,08/04/23 03:30:02 PM,17.463,0.3834,22.968,24.363,-888.880,-888.880
1147,08/04/23 04:00:02 PM,17.843,0.3834,23.064,25.283,-888.880,-888.880
1148,08/04/23 04:30:02 PM,18.200,0.3834,22.992,24.992,-888.880,-888.880
1149,08/04/23 05:00:02 PM,18.533,0.3834,22.800,24.774,-888.880,-888.880
1150,08/04/23 05:30:02 PM,18.818,0.3829,22.561,24.871,-888.880,-888.880
1151,08/04/23 06:00:02 PM,19.056,0.3829,22.202,24.363,-888.880,-888.880
1152,08/04/23 06:30:02 PM,19.246,0.3822,21.724,24.195,-888.880,-888.880
1153,08/04/23 07:00:02 PM,19.389,0.3829,20.865,24.436,-888.880,-888.880
1154,08/04/23 07:30:02 PM,19.460,0.3822,20.150,23.881,-888.880,-888.880
1155,08/04/23 08:00:02 PM,19.460,0.3822,19.127,22.609,-888.880,-888.880
1156,08/04/23 08:30:02 PM,19.436,0.3822,18.129,21.557,-888.880,-888.880
1157,08/04/23 09:00:02 PM,19.341,0.3822,17.082,20.579,-888.880,-888.880
1158,08/04/23 09:30:02 PM,19.175,0.3822,15.414,20.412,-888.880,-888.880
1159,08/04/23 10:00:02 PM,19.008,0.3816,14.242,18.176,-888.880,-888.880
1160,08/04/23 10:30:02 PM,18.794,0.3816,13.425,17.677,-888.880,-888.880
1161,08/04/23 11:00:02 PM,18.580,0.3816,12.606,16.915,-888.880,-888.880
1162,08/04/23 11:30:02 PM,18.343,0.3816,12.219,16.534,-888.880,-888.880
1163,08/05/23 12:00:02 AM,18.105,0.3816,11.637,15.629,-888.880,-888.880
1164,08/05/23 12:30:02 AM,17.867,0.3816,11.321,15.247,-888.880,-888.880
1165,08/05/23 01:00:02 AM,17.629,0.3822,10.565,13.762,-888.880,-888.880
1166,08/05/23 01:30:02 AM,17.391,0.3822,10.541,12.389,-888.880,-888.880
1167,08/05/23 02:00:02 AM,17.153,0.3822,10.001,12.534,-888.880,-888.880
1168,08/05/23 02:30:02 AM,16.939,0.3822,9.558,10.785,-888.880,-888.880
1169,08/05/23 03:00:02 AM,16.725,0.3816,9.410,8.295,-888.880,-888.880
1170,08/05/23 03:30:02 AM,16.487,0.3822,8.767,7.670,-888.880,-888.880
1171,08/05/23 04:00:02 AM,16.272,0.3822,8.568,7.795,-888.880,-888.880
1172,08/05/23 04:30:02 AM,16.034,0.3822,8.319,7.318,-888.880,-888.880
1173,08/05/23 05:00:02 AM,15.819,0.3829,7.995,7.293,-888.880,-888.880
1174,08/05/23 05:30:02 AM,15.605,0.3829,7.770,7.695,-888.880,-888.880
1175,08/05/23 06:00:02 AM,15.390,0.3829,7.770,7.745,-888.880,-888.880
1176,08/05/23 06:30:02 AM,15.175,0.3834,7.720,7.920,-888.880,-888.880
1177,08/05/23 07:00:02 AM,15.008,0.3834,7.619,8.444,-888.880,-888.880
1178,08/05/23 07:30:02 AM,14.816,0.3834,7.945,9.829,-888.880,-888.880
1179,08/05/23 08:00:02 AM,14.673,0.3840,8.120,11.248,-888.880,-888.880
1180,08/05/23 08:30:02 AM,14.553,0.3847,8.643,12.751,-888.880,-888.880
1181,08/05/23 09:00:02 AM,14.457,0.3847,8.866,14.505,-888.880,-888.880
1182,08/05/23 09:30:02 AM,14.385,0.3854,9.509,16.129,-888.880,-888.880
1183,08/05/23 10:00:02 AM,14.385,0.3847,9.952,18.152,-888.880,-888.880
1184,08/05/23 10:30:02 AM,14.385,0.3854,11.029,18.652,-888.880,-888.880
1185,08/05/23 11:00:02 AM,14.481,0.3854,12.437,21.724,-888.880,-888.880
1186,08/05/23 11:30:02 AM,14.625,0.3854,12.509,18.152,-888.880,-888.880
1187,08/05/23 12:00:02 PM,14.840,0.3847,12.823,21.103,-888.880,-888.880
1188,08/05/23 12:30:02 PM,15.055,0.3847,13.882,21.557,-888.880,-888.880
1189,08/05/23 01:00:02 PM,15.342,0.3840,16.725,22.178,-888.880,-888.880
1190,08/05/23 01:30:02 PM,15.652,0.3840,14.218,23.040,-888.880,-888.880
1191,08/05/23 02:00:02 PM,16.010,0.3834,21.270,23.256,-888.880,-888.880
1192,08/05/23 02:30:02 PM,16.392,0.3829,19.222,24.074,-888.880,-888.880
1193,08/05/23 03:00:02 PM,16.773,0.3822,22.441,24.195,-888.880,-888.880
1194,08/05/23 03:30:02 PM,17.177,0.3829,19.984,25.089,-888.880,-888.880
1195,08/05/23 04:00:02 PM,17.605,0.3822,20.579,27.210,-888.880,-888.880
1196,08/05/23 04:30:02 PM,18.010,0.3829,20.674,25.113,-888.880,-888.880
1197,08/05/23 05:00:02 PM,18.390,0.3829,20.055,25.890,-888.880,-888.880
1198,08/05/23 05:30:02 PM,18.747,0.3829,21.581,24.798,-888.880,-888.880
1199,08/05/23 06:00:02 PM,19.032,0.3816,20.984,22.753,-888.880,-888.880
1200,08/05/23 06:30:02 PM,19.222,0.3822,20.627,22.753,-888.880,-888.880
1201,08/05/23 07:00:02 PM,19.365,0.3816,19.817,23.232,-888.880,-888.880
1202,08/05/23 07:30:02 PM,19.436,0.3816,18.533,22.393,-888.880,-888.880
1203,08/05/23 08:00:02 PM,19.436,0.3816,15.867,22.178,-888.880,-888.880
1204,08/05/23 08:30:02 PM,19.365,0.3822,16.511,21.557,-888.880,-888.880
1205,08/05/23 09:00:02 PM,19.246,0.3816,14.745,19.770,-888.880,-888.880
1206,08/05/23 09:30:02 PM,19.103,0.3816,-30.479,18.818,-888.880,-888.880
1207,08/05/23 10:00:02 PM,18.937,0.3816,-30.902,18.081,-888.880,-888.880
1208,08/05/23 10:30:02 PM,18.723,0.3816,-30.132,17.368,-888.880,-888.880
1209,08/05/23 11:00:02 PM,18.509,0.3816,-30.831,16.892,-888.880,-888.880
1210,08/05/23 11:30:02 PM,18.295,0.3811,-31.624,15.247,-888.880,-888.880
1211,08/06/23 12:00:02 AM,18.057,0.3816,-31.261,12.847,-888.880,-888.880
1212,08/06/23 12:30:02 AM,17.819,0.3816,-33.061,13.810,-888.880,-888.880
1213,08/06/23 01:00:02 AM,17.605,0.3811,-32.674,13.497,-888.880,-888.880
1214,08/06/23 01:30:02 AM,17.391,0.3816,-33.139,13.954,-888.880,-888.880
1215,08/06/23 02:00:02 AM,17.201,0.3816,-33.936,14.290,-888.880,-888.880
1216,08/06/23 02:30:02 AM,17.011,0.3816,-34.677,13.738,-888.880,-888.880
1217,08/06/23 03:00:02 AM,16.844,0.3822,-33.774,12.558,-888.880,-888.880
1218,08/06/23 03:30:02 AM,16.701,0.3822,-32.445,10.810,-888.880,-888.880
1219,08/06/23 04:00:02 AM,16.534,0.3816,-33.694,9.238,-888.880,-888.880
1220,08/06/23 04:30:02 AM,16.368,0.3816,-34.510,9.238,-888.880,-888.880
1221,08/06/23 05:00:02 AM,16.177,0.3816,-33.061,8.444,-888.880,-888.880
1222,08/06/23 05:30:02 AM,16.010,0.3822,-33.614,7.870,-888.880,-888.880
1223,08/06/23 06:00:02 AM,15.819,0.3829,-34.761,7.795,-888.880,-888.880
1224,08/06/23 06:30:02 AM,15.629,0.3822,-34.262,8.170,-888.880,-888.880
1225,08/06/23 07:00:02 AM,15.461,0.3829,-34.345,9.139,-888.880,-888.880
1226,08/06/23 07:30:02 AM,15.294,0.3829,-34.761,11.127,-888.880,-888.880
1227,08/06/23 08:00:02 AM,15.151,0.3834,-33.855,13.858,-888.880,-888.880
1228,08/06/23 08:30:02 AM,15.031,0.3834,-34.262,14.385,-888.880,-888.880
1229,08/06/23 09:00:02 AM,14.936,0.3840,-35.357,16.511,-888.880,-888.880
1230,08/06/23 09:30:02 AM,14.864,0.3840,-33.139,18.343,-888.880,-888.880
1231,08/06/23 10:00:02 AM,14.840,0.3840,-34.345,21.509,-888.880,-888.880
1232,08/06/23 10:30:02 AM,14.864,0.3840,-35.793,21.175,-888.880,-888.880
1233,08/06/23 11:00:02 AM,14.960,0.3847,-35.015,21.246,-888.880,-888.880
1234,08/06/23 11:30:02 AM,15.103,0.3840,-34.345,21.557,-888.880,-888.880
1235,08/06/23 12:00:02 PM,15.318,0.3840,-35.185,23.497,-888.880,-888.880
1236,08/06/23 12:30:02 PM,15.581,0.3834,-36.600,25.598,-888.880,-888.880
1237,08/06/23 01:00:02 PM,15.915,0.3834,-39.845,24.823,-888.880,-888.880
1238,08/06/23 01:30:02 PM,16.272,0.3829,-42.204,25.914,-888.880,-888.880
1239,08/06/23 02:00:02 PM,16.654,0.3822,-39.845,26.036,-888.880,-888.880
1240,08/06/23 02:30:02 PM,17.106,0.3829,-37.343,28.717,-888.880,-888.880
1241,08/06/23 03:00:02 PM,17.534,0.3829,-34.427,28.841,-888.880,-888.880
1242,08/06/23 03:30:02 PM,18.010,0.3829,25.914,27.924,-888.880,-888.880
1243,08/06/23 04:00:02 PM,18.414,0.3829,24.581,26.402,-888.880,-888.880
1244,08/06/23 04:30:02 PM,18.794,0.3822,23.521,26.158,-888.880,-888.880
1245,08/06/23 05:00:02 PM,19.008,0.3822,22.705,25.380,-888.880,-888.880
1246,08/06/23 05:30:02 PM,19.127,0.3816,22.226,25.768,-888.880,-888.880
1247,08/06/23 06:00:02 PM,19.199,0.3816,21.939,25.939,-888.880,-888.880
1248,08/06/23 06:30:02 PM,19.222,0.3811,22.034,26.500,-888.880,-888.880
1249,08/06/23 07:00:02 PM,19.246,0.3811,22.441,27.974,-888.880,-888.880
1250,08/06/23 07:30:02 PM,19.270,0.3816,21.987,25.914,-888.880,-888.880
1251,08/06/23 08:00:02 PM,19.270,0.3804,20.841,25.210,-888.880,-888.880
1252,08/06/23 08:30:02 PM,19.270,0.3811,19.508,22.992,-888.880,-888.880
1253,08/06/23 09:00:02 PM,19.175,0.3811,18.557,21.939,-888.880,-888.880
1254,08/06/23 09:30:02 PM,19.032,0.3811,17.748,20.889,-888.880,-888.880
1255,08/06/23 10:00:02 PM,18.866,0.3811,16.749,18.699,-888.880,-888.880
1256,08/06/23 10:30:02 PM,18.652,0.3804,15.724,17.653,-888.880,-888.880
1257,08/06/23 11:00:02 PM,18.438,0.3804,14.601,16.773,-888.880,-888.880
1258,08/06/23 11:30:02 PM,18.200,0.3804,13.377,16.439,-888.880,-888.880
1259,08/07/23 12:00:02 AM,17.986,0.3804,12.195,14.409,-888.880,-888.880
1260,08/07/23 12:30:02 AM,17.748,0.3811,14.649,15.055,-888.880,-888.880
1261,08/07/23 01:00:02 AM,17.534,0.3804,14.337,14.864,-888.880,-888.880
1262,08/07/23 01:30:02 AM,17.320,0.3816,14.074,13.978,-888.880,-888.880
1263,08/07/23 02:00:02 AM,17.106,0.3816,13.882,15.557,-888.880,-888.880
1264,08/07/23 02:30:02 AM,16.915,0.3816,13.738,14.745,-888.880,-888.880
1265,08/07/23 03:00:02 AM,16.749,0.3816,13.522,14.673,-888.880,-888.880
1266,08/07/23 03:30:02 AM,16.582,0.3816,13.185,12.992,-888.880,-888.880
1267,08/07/23 04:00:02 AM,16.415,0.3816,12.799,12.171,-888.880,-888.880
1268,08/07/23 04:30:02 AM,16.249,0.3822,12.461,11.686,-888.880,-888.880
1269,08/07/23 05:00:02 AM,16.082,0.3822,12.074,10.614,-888.880,-888.880
1270,08/07/23 05:30:02 AM,15.915,0.3816,11.637,9.682,-888.880,-888.880
1271,08/07/23 06:00:02 AM,15.748,0.3822,11.273,7.720,-888.880,-888.880
1272,08/07/23 06:30:02 AM,15.581,0.3829,10.883,7.619,-888.880,-888.880
1273,08/07/23 07:00:02 AM,15.414,0.3829,10.761,8.891,-888.880,-888.880
1274,08/07/23 07:30:02 AM,15.247,0.3829,10.736,11.053,-888.880,-888.880
1275,08/07/23 08:00:02 AM,15.103,0.3834,10.712,12.219,-888.880,-888.880
1276,08/07/23 08:30:02 AM,14.960,0.3834,11.053,14.433,-888.880,-888.880
1277,08/07/23 09:00:02 AM,14.864,0.3840,11.492,16.511,-888.880,-888.880
1278,08/07/23 09:30:02 AM,14.792,0.3847,12.389,17.962,-888.880,-888.880
1279,08/07/23 10:00:02 AM,14.745,0.3840,13.329,18.485,-888.880,-888.880
1280,08/07/23 10:30:02 AM,14.768,0.3840,13.930,17.962,-888.880,-888.880
1281,08/07/23 11:00:02 AM,14.864,0.3847,14.888,19.103,-888.880,-888.880
1282,08/07/23 11:30:02 AM,14.984,0.3840,15.772,19.936,-888.880,-888.880
1283,08/07/23 12:00:02 PM,15.151,0.3840,16.082,20.365,-888.880,-888.880
1284,08/07/23 12:30:02 PM,15.342,0.3840,15.891,20.436,-888.880,-888.880
1285,08/07/23 01:00:02 PM,15.557,0.3834,16.368,21.151,-888.880,-888.880
1286,08/07/23 01:30:02 PM,15.724,0.3834,16.320,21.509,-888.880,-888.880
1287,08/07/23 02:00:02 PM,15.915,0.3834,16.773,22.657,-888.880,-888.880
1288,08/07/23 02:30:02 PM,16.058,0.3829,17.368,22.058,-888.880,-888.880
1289,08/07/23 03:00:02 PM,16.249,0.3829,16.915,23.497,-888.880,-888.880
1290,08/07/23 03:30:02 PM,16.415,0.3822,17.486,23.040,-888.880,-888.880
1291,08/07/23 04:00:02 PM,16.582,0.3816,17.486,22.441,-888.880,-888.880
1292,08/07/23 04:30:02 PM,16.749,0.3816,17.843,24.388,-888.880,-888.880
1293,08/07/23 05:00:02 PM,16.915,0.3816,17.582,22.776,-888.880,-888.880
1294,08/07/23 05:30:02 PM,17.106,0.3816,17.748,23.280,-888.880,-888.880
1295,08/07/23 06:00:02 PM,17.296,0.3816,17.130,26.304,-888.880,-888.880
1296,08/07/23 06:30:02 PM,17.463,0.3816,17.130,24.944,-888.880,-888.880
1297,08/07/23 07:00:02 PM,17.629,0.3816,16.558,24.532,-888.880,-888.880
1298,08/07/23 07:30:02 PM,17.772,0.3816,16.987,23.689,-888.880,-888.880
1299,08/07/23 08:00:02 PM,17.843,0.3811,15.175,20.865,-888.880,-888.880
1300,08/07/23 08:30:02 PM,17.891,0.3811,14.361,18.295,-888.880,-888.880
1301,08/07/23 09:00:02 PM,17.867,0.3811,13.570,17.677,-888.880,-888.880
1302,08/07/23 09:30:02 PM,17.796,0.3816,12.243,16.892,-888.880,-888.880
1303,08/07/23 10:00:02 PM,17.677,0.3811,11.565,15.318,-888.880,-888.880
1304,08/07/23 10:30:02 PM,17.534,0.3816,6.408,13.281,-888.880,-888.880
1305,08/07/23 11:00:02 PM,17.344,0.3811,9.780,12.558,-888.880,-888.880
1306,08/07/23 11:30:02 PM,17.153,0.3811,8.941,13.930,-888.880,-888.880
1307,08/08/23 12:00:02 AM,16.963,0.3804,10.492,13.377,-888.880,-888.880
1308,08/08/23 12:30:02 AM,16.773,0.3811,10.149,12.799,-888.880,-888.880
1309,08/08/23 01:00:02 AM,16.606,0.3811,7.167,12.461,-888.880,-888.880
1310,08/08/23 01:30:02 AM,16.439,0.3811,7.015,12.268,-888.880,-888.880
1311,08/08/23 02:00:02 AM,16.296,0.3811,9.435,11.394,-888.880,-888.880
1312,08/08/23 02:30:02 AM,16.153,0.3816,9.312,11.540,-888.880,-888.880
1313,08/08/23 03:00:02 AM,16.010,0.3811,9.485,11.589,-888.880,-888.880
